0.11858	-0.08492795	0.010210707	-0.026256321	0.07615047	-0.034193207	-0.027104646	0.13697541	-0.079173826	0.027383033	0.15107507	-0.05683772	0.053691287	-0.025854021	-0.13090648	0.007451059
0.16458988	-0.06542667	-0.003954415	0.0070002796	0.034964867	0.039265245	0.072590806	0.17002493	-0.038889993	-0.020682458	0.19928566	0.03957476	-0.0022930324	-0.020136338	-0.21313417	0.03609671
0.21585158	-0.052913625	0.07703784	-0.06988688	0.0840625	0.026504513	0.029697534	0.1635087	-0.017853042	-0.09188049	0.26893947	0.019352403	0.03171302	0.0061545987	-0.22339334	0.02881606
0.13584943	-0.09289741	-0.017067319	-0.025024727	0.07776657	0.032450512	0.023384962	0.120099895	-0.08463969	-0.017909205	0.15424089	-0.03314879	-0.015738176	0.051085744	-0.19744942	0.032976616
0.1457217	-0.09167307	-0.017251708	0.021947002	0.058906116	-0.07548251	0.026555551	0.23628035	-0.06485384	-0.0035607743	0.1777595	0.0071399435	0.098073065	-0.06393945	-0.12106223	0.06310097
0.15890537	-0.04888145	-0.011115548	-0.015646232	0.009312236	0.041524068	0.017106226	0.08354258	-0.08149323	0.016470151	0.1701979	0.0113603175	-0.013611345	0.030307984	-0.09616321	0.048848372
0.21392109	-0.08479987	0.056916945	-0.038018536	0.04595547	-0.015603042	0.046097685	0.15688895	-0.068707295	-0.048044268	0.19553511	0.030135443	0.04065587	-0.031413827	-0.10206365	0.034705646
0.13476042	-0.0120485015	-0.042483885	-0.02121844	0.06558592	-0.06875734	0.015737412	0.15188771	-0.049780935	0.04960558	0.15612061	0.011732746	0.034371767	-0.012580861	-0.08989595	0.07950445
0.16312218	-0.031756666	-0.02590852	-0.046299428	0.057454932	0.0016734607	-0.03638212	0.1308887	-0.001996476	-0.018008096	0.15112922	0.013816689	0.07479862	0.026345454	-0.07420707	0.05475396
0.2103661	-0.009754411	0.03309938	-0.08757806	0.08673552	0.011758363	0.07258266	0.07759283	0.017776143	-0.038375184	0.2857537	-0.0011389157	0.0004632745	0.05327915	-0.21969454	-0.03972902
0.20191985	-0.03390582	0.01326951	0.0015479794	0.093185425	-0.009525967	0.038460784	0.10717201	-0.050891787	0.009392216	0.15664591	-0.029500592	-0.016736504	0.025732083	-0.14821646	-0.023139816
0.23062137	-0.036065407	-0.0022509468	-0.011459373	0.06628262	-0.004227282	0.017467165	0.18531342	-0.088535264	-1.0798893e-05	0.29304108	-0.037947085	0.01663358	-0.020397307	-0.2039947	0.06407728
0.12147321	-0.08765396	0.023668684	-0.0527161	0.04386547	-0.06553699	0.024525078	0.14526142	-0.07863404	-0.041046467	0.18209949	-0.03788622	-0.008551345	-0.04885653	-0.12127622	0.05260759
0.1349531	-0.14845957	-0.0042064846	0.06692891	-0.0035915254	-0.116754025	-0.06334728	0.11617829	-0.1185019	0.04469542	0.15582526	-0.0674132	0.028335305	-0.07818583	-0.02598528	0.09958287
0.12526272	-0.057073854	0.05390606	0.044398136	0.09103975	0.028514009	-0.020103049	0.15588461	-0.007874318	-0.046296604	0.16670087	0.036277514	0.028896607	-0.023832256	-0.10909996	-0.027929742
0.1250047	-0.04946687	-0.04449186	0.04503874	-0.024248825	0.016569965	0.02696879	0.12763399	-0.09522081	0.064234614	0.11972211	-0.021362824	-0.011088486	-0.06030955	-0.061969392	0.05026017
0.09897037	-0.04730849	0.020237384	-0.029469065	0.012948832	-0.026328461	-0.01616308	0.22348037	-0.0152648715	-0.025228972	0.14779858	0.014547495	0.036575165	-0.00902685	-0.16927856	0.028080862
0.148914	-0.06975724	0.018917438	0.011053245	0.013189186	-0.06518137	-0.013547819	0.13610122	-0.061438546	0.037058078	0.17402141	-0.016814642	0.050803088	-0.042962424	-0.096718386	0.023803296
0.12621638	-0.057967816	-0.009292169	-0.044794463	0.062328506	0.00037108912	0.023692433	0.07406154	-0.0044807126	0.0057796906	0.1301978	-0.01221497	-0.015190166	-0.006028747	-0.0738283	0.038211547
0.12319736	-0.0064648488	0.08910149	-0.04272803	0.081930295	-0.025317548	0.034505278	0.13764997	-0.03598658	-0.035991583	0.098996654	0.000788426	-0.053454585	0.07198299	-0.15735324	0.040165767
0.08408227	-0.09616218	0.014649337	0.018651461	-0.042059477	0.0040432094	-0.051904958	0.1062963	-0.055708125	0.08764832	0.0887566	-0.0330146	0.03644925	-0.044611633	-0.05640626	-0.0011034876
0.17889813	-0.032885212	-0.02033561	-0.029715117	-0.016832942	-0.0424826	-0.0009792506	0.13511427	-0.065273926	-0.03616797	0.14374699	0.01976568	0.06829591	-0.024641002	-0.10941384	0.015174337
0.19586049	0.05138284	0.07271044	-0.11587271	0.15226118	0.045841474	0.14597744	0.05607362	0.07165908	-0.13613093	0.24292728	0.05528437	-0.068546265	0.065786555	-0.21951826	-0.08664854
0.054304957	-0.052222215	-0.030337734	0.08390442	-0.03508797	-0.0518881	-0.007933578	0.17555365	-0.12907319	0.056523718	0.13898355	-0.036227796	0.04186349	-0.08567943	-0.085162535	0.06384318
0.13211559	-0.07111873	-0.007389619	0.03931174	0.03490542	-0.056120146	0.03985451	0.098270856	-0.093245275	-0.0055868365	0.08841285	0.0142513625	0.07188069	-0.008988478	-0.08458212	0.03453711
